epoch,loss,mean_squared_error,mean_absolute_error,val_loss,val_mean_squared_error,val_mean_absolute_error
22,0.007336046081036329,0.007336046081036329,0.06132097169756889,0.00870648492127657,0.00870648492127657,0.06497211754322052
23,0.007182999514043331,0.007182999514043331,0.06069399416446686,0.008397851139307022,0.008397851139307022,0.06322966516017914
24,0.007076920475810766,0.007076920475810766,0.06018570065498352,0.00836806558072567,0.00836806558072567,0.06292275339365005
25,0.006960698869079351,0.006960698869079351,0.05970367044210434,0.008558902889490128,0.008558902889490128,0.06444812566041946
26,0.006901780143380165,0.006901780143380165,0.059337127953767776,0.00826614536345005,0.00826614536345005,0.06180008500814438
27,0.0068029602989554405,0.0068029602989554405,0.058905135840177536,0.00812444556504488,0.00812444556504488,0.06152283027768135
28,0.006738023832440376,0.006738023832440376,0.05860046297311783,0.00828107912093401,0.00828107912093401,0.06307919323444366
29,0.006648118607699871,0.006648118607699871,0.058181360363960266,0.008453265763819218,0.008453265763819218,0.06354441493749619
30,0.0065867286175489426,0.0065867286175489426,0.057955969125032425,0.007944936864078045,0.007944936864078045,0.06093210726976395
31,0.006535213906317949,0.006535213906317949,0.057665809988975525,0.008319615386426449,0.008319615386426449,0.06307823210954666
32,0.006456894800066948,0.006456894800066948,0.05729686841368675,0.00789984967559576,0.00789984967559576,0.060526397079229355
33,0.006421687081456184,0.006421687081456184,0.057106371968984604,0.008251862600445747,0.008251862600445747,0.06334763020277023
34,0.006350711919367313,0.006350711919367313,0.05672596022486687,0.008654971607029438,0.008654971607029438,0.06549747288227081
35,0.00628972752019763,0.00628972752019763,0.05650358647108078,0.007949342019855976,0.007949342019855976,0.061255499720573425
36,0.006237450987100601,0.006237450987100601,0.05624929443001747,0.007957111112773418,0.007957111112773418,0.06097446009516716
37,0.006190739572048187,0.006190739572048187,0.0559585765004158,0.007957834750413895,0.007957834750413895,0.06068899855017662
38,0.00615273742005229,0.00615273742005229,0.05576826259493828,0.007895288057625294,0.007895288057625294,0.06101398542523384
39,0.006127645727247,0.006127645727247,0.05570366233587265,0.007817893289029598,0.007817893289029598,0.06001375615596771
40,0.006077638827264309,0.006077638827264309,0.05549628660082817,0.007916035130620003,0.007916035130620003,0.06075359508395195
41,0.006079742684960365,0.006079742684960365,0.055397264659404755,0.007888156920671463,0.007888156920671463,0.06050605699419975
42,0.006062481552362442,0.006062481552362442,0.055323872715234756,0.00835890881717205,0.00835890881717205,0.0637405514717102
43,0.0060068718157708645,0.0060068718157708645,0.05511549487709999,0.007820279337465763,0.007820279337465763,0.059815529733896255
44,0.005981577560305595,0.005981577560305595,0.05490841343998909,0.007876332849264145,0.007876332849264145,0.060638535767793655
45,0.005963316187262535,0.005963316187262535,0.05477794632315636,0.00832806434482336,0.00832806434482336,0.06334571540355682
46,0.00593230128288269,0.00593230128288269,0.05461033061146736,0.007821699604392052,0.007821699604392052,0.05997978150844574
47,0.0058969538658857346,0.0058969538658857346,0.05444912612438202,0.007744664791971445,0.007744664791971445,0.05999812111258507
48,0.00587362190708518,0.00587362190708518,0.0543295219540596,0.007859424687922001,0.007859424687922001,0.06051700934767723
49,0.005835678428411484,0.005835678428411484,0.054138150066137314,0.008016417734324932,0.008016417734324932,0.06172257289290428
50,0.00585229741409421,0.00585229741409421,0.05425659567117691,0.007788538001477718,0.007788538001477718,0.05982714891433716
51,0.005791594740003347,0.005791594740003347,0.05397757515311241,0.008382557891309261,0.008382557891309261,0.06375811994075775
52,0.0057766432873904705,0.0057766432873904705,0.053898848593235016,0.007905513979494572,0.007905513979494572,0.06121785566210747
53,0.005723630078136921,0.005723630078136921,0.053636688739061356,0.0077569507993757725,0.0077569507993757725,0.05915125459432602
54,0.005751660093665123,0.005751660093665123,0.05373639240860939,0.007831702940165997,0.007831702940165997,0.060258496552705765
55,0.0057195378467440605,0.0057195378467440605,0.053585730493068695,0.007807794492691755,0.007807794492691755,0.06024884060025215
56,0.0057139829732477665,0.0057139829732477665,0.05355359986424446,0.007855890318751335,0.007855890318751335,0.06047121435403824
57,0.005698515567928553,0.005698515567928553,0.05347038805484772,0.007698125671595335,0.007698125671595335,0.05905740335583687
58,0.0056768665090203285,0.0056768665090203285,0.05335397645831108,0.007663310971111059,0.007663310971111059,0.05893167480826378
59,0.005646874662488699,0.005646874662488699,0.0532328262925148,0.008399054408073425,0.008399054408073425,0.06364773958921432
60,0.005663610063493252,0.005663610063493252,0.053277090191841125,0.008112979121506214,0.008112979121506214,0.06205388903617859
61,0.005665072239935398,0.005665072239935398,0.053242847323417664,0.008421031758189201,0.008421031758189201,0.06394905596971512
62,0.005644724704325199,0.005644724704325199,0.05318981409072876,0.007958104833960533,0.007958104833960533,0.06052560359239578
63,0.005634629633277655,0.005634629633277655,0.05316302552819252,0.008083789609372616,0.008083789609372616,0.06188073754310608
64,0.005627263803035021,0.005627263803035021,0.053069986402988434,0.00836009532213211,0.00836009532213211,0.06347472965717316
65,0.005595716647803783,0.005595716647803783,0.052931737154722214,0.0076990071684122086,0.0076990071684122086,0.0590660385787487
66,0.005606643855571747,0.005606643855571747,0.05297267809510231,0.007747767027467489,0.007747767027467489,0.05938351899385452
67,0.005613518413156271,0.005613518413156271,0.052989184856414795,0.007645825855433941,0.007645825855433941,0.05857899412512779
68,0.005595530848950148,0.005595530848950148,0.05293963849544525,0.00787986721843481,0.00787986721843481,0.05981363728642464
69,0.005611701402813196,0.005611701402813196,0.0530414879322052,0.008154371753334999,0.008154371753334999,0.06193046271800995
70,0.005619953386485577,0.005619953386485577,0.05298407003283501,0.007882635109126568,0.007882635109126568,0.059650667011737823
71,0.00558023527264595,0.00558023527264595,0.05288008600473404,0.0080654826015234,0.0080654826015234,0.06147876754403114
72,0.00557162519544363,0.00557162519544363,0.05278560519218445,0.0077970619313418865,0.0077970619313418865,0.059164226055145264
73,0.005617968272417784,0.005617968272417784,0.052962806075811386,0.007821348495781422,0.007821348495781422,0.05952758342027664
74,0.005614947061985731,0.005614947061985731,0.05296246334910393,0.009281071834266186,0.009281071834266186,0.06901180744171143
75,0.0056044068187475204,0.0056044068187475204,0.05296126380562782,0.007858428172767162,0.007858428172767162,0.05971023067831993
76,0.005577709525823593,0.005577709525823593,0.05286962911486626,0.008290828205645084,0.008290828205645084,0.062420181930065155
77,0.005589684937149286,0.005589684937149286,0.052906885743141174,0.0079500088468194,0.0079500088468194,0.060057446360588074
78,0.0055904812179505825,0.0055904812179505825,0.05288393050432205,0.008118676953017712,0.008118676953017712,0.06130077689886093
79,0.005592020694166422,0.005592020694166422,0.05285001918673515,0.00817306712269783,0.00817306712269783,0.06128372624516487
80,0.0055932155810296535,0.0055932155810296535,0.052836548537015915,0.008336808532476425,0.008336808532476425,0.062258776277303696
81,0.005569080356508493,0.005569080356508493,0.052782513201236725,0.007986791431903839,0.007986791431903839,0.06008453294634819
82,0.005601809360086918,0.005601809360086918,0.05293829366564751,0.00792066939175129,0.00792066939175129,0.05990474671125412
83,0.005589264910668135,0.005589264910668135,0.05286797136068344,0.008437505923211575,0.008437505923211575,0.06314042210578918
84,0.005575287155807018,0.005575287155807018,0.05278412625193596,0.007969962432980537,0.007969962432980537,0.06004815548658371
85,0.005605642683804035,0.005605642683804035,0.05288350582122803,0.008032950572669506,0.008032950572669506,0.06043901666998863
86,0.005597859621047974,0.005597859621047974,0.052945807576179504,0.008226586505770683,0.008226586505770683,0.061749882996082306
87,0.005596470087766647,0.005596470087766647,0.05285289138555527,0.007928910665214062,0.007928910665214062,0.059577878564596176
88,0.005593826994299889,0.005593826994299889,0.05291222035884857,0.00806039571762085,0.00806039571762085,0.06065729632973671
89,0.005636123940348625,0.005636123940348625,0.05306351184844971,0.008238273672759533,0.008238273672759533,0.06192336231470108
90,0.005617226008325815,0.005617226008325815,0.05296427384018898,0.008388208225369453,0.008388208225369453,0.06299524009227753
91,0.005635679699480534,0.005635679699480534,0.0529937744140625,0.008166804909706116,0.008166804909706116,0.06134195253252983
92,0.005601384676992893,0.005601384676992893,0.052889201790094376,0.008437395095825195,0.008437395095825195,0.06315083056688309
93,0.005622576456516981,0.005622576456516981,0.05294559895992279,0.008199900388717651,0.008199900388717651,0.06168568506836891
94,0.00561060244217515,0.00561060244217515,0.052898455411195755,0.00872867926955223,0.00872867926955223,0.06434565782546997
95,0.005615696776658297,0.005615696776658297,0.052990447729825974,0.008047853596508503,0.008047853596508503,0.05947298929095268
96,0.005618226248770952,0.005618226248770952,0.052970170974731445,0.008214348927140236,0.008214348927140236,0.061350010335445404
97,0.0056284284219145775,0.0056284284219145775,0.052998803555965424,0.007882202975451946,0.007882202975451946,0.05905981361865997
98,0.0056438627652823925,0.0056438627652823925,0.053106874227523804,0.008077721111476421,0.008077721111476421,0.06003524735569954
99,0.005644782911986113,0.005644782911986113,0.0530773364007473,0.00823346059769392,0.00823346059769392,0.06100989878177643
100,0.0056640212424099445,0.0056640212424099445,0.05314493551850319,0.008149141445755959,0.008149141445755959,0.06048586219549179
